,ds,yhat,yhat_lower,yhat_upper,y,cutoff
12534,1997-01-27,76.05059428214163,46.06149983621061,107.2557890346697,73.5,1997-01-22
12535,1997-01-28,76.64642100322271,45.34825147891554,106.75002355389373,72.9,1997-01-22
12536,1997-01-29,77.33718151505187,47.63984054122516,108.92304301099526,74.6,1997-01-22
12537,1997-01-30,78.18997645749323,46.89132667277177,108.23604340934122,73.6,1997-01-29
12538,1997-01-31,78.61166757526225,48.459083125725726,108.74053105513092,72.4,1997-01-29
12539,1997-02-01,78.86031648075057,45.83530495814624,108.93989854998108,71.3,1997-01-29
12540,1997-02-02,79.03547472822132,47.6121945470114,108.50146411853888,78.4,1997-01-29
12541,1997-02-03,79.20502765423444,49.965448968347374,109.77769690447991,79.6,1997-01-29
12542,1997-02-04,79.34317502511169,48.79393675423137,109.65942947009177,80.7,1997-01-29
12543,1997-02-05,79.37212427055955,49.27446578141437,110.66753037224147,75.3,1997-01-29
12544,1997-02-06,78.865671878216,46.557530025813705,109.5613444291839,74.2,1997-02-05
12545,1997-02-07,78.60308078184133,49.360929575765155,107.59176248143709,75.7,1997-02-05
12546,1997-02-08,78.2362947119998,47.78602927489504,112.16861070999529,75.2,1997-02-05
12547,1997-02-09,77.76153538142574,47.0848606038449,108.13008341237422,73.2,1997-02-05
12548,1997-02-10,77.15804418252198,43.56615535578386,108.4325542567193,72.3,1997-02-05
12549,1997-02-11,76.45741495588412,45.76751160496235,108.56866686834616,71.1,1997-02-05
12550,1997-02-12,75.77749406893071,44.93346209649079,106.82710595235045,70.9,1997-02-05
12551,1997-02-13,74.788600878607,43.68747827033287,105.89833677695155,71.1,1997-02-12
12552,1997-02-14,74.54268754624435,43.31961726604119,104.56133806005892,71.3,1997-02-12
12553,1997-02-15,74.53180746488916,44.44423524611943,104.78538479357272,71.8,1997-02-12
12554,1997-02-16,74.65948383464419,45.12388020402815,105.57213138289875,72.0,1997-02-12
12555,1997-02-17,74.82827525486853,44.815428785571854,106.26476056418227,73.1,1997-02-12
12556,1997-02-18,74.97924869889628,42.2752325895316,105.10311480844483,72.9,1997-02-12
12557,1997-02-19,75.08770138181464,47.67291038948879,107.62098763179071,72.0,1997-02-12
12558,1997-02-20,75.4563054506416,44.13763121534418,107.49593859256575,72.6,1997-02-19
12559,1997-02-21,75.53427017787992,43.92678573212359,106.75123639165508,73.2,1997-02-19
12560,1997-02-22,75.71440739789116,46.573995794994616,105.9887982929687,73.5,1997-02-19
12561,1997-02-23,76.09099484631248,46.024338167523304,105.92596928903006,74.6,1997-02-19
12562,1997-02-24,76.67338377074458,46.69169649843669,109.3870069605677,74.6,1997-02-19
12563,1997-02-25,77.34831558423005,49.075622306974566,107.77346156736256,74.1,1997-02-19
12564,1997-02-26,77.944365019104,45.52824773865912,106.09870085059777,73.8,1997-02-19
12565,1997-02-27,77.96690395261973,48.18106806001102,107.1980044772115,73.8,1997-02-26
12566,1997-02-28,78.20677132751408,47.01997317602049,107.47995653511217,72.8,1997-02-26
12567,1997-03-01,78.37664528238759,48.22558433699223,108.89662541398305,53.5,1997-02-26
12568,1997-03-02,78.5401773117533,49.060681265609844,109.8069147169154,72.3,1997-02-26
12569,1997-03-03,78.67018271540873,49.231564526489606,108.21658198104596,74.0,1997-02-26
12570,1997-03-04,78.69121059852759,46.16746714521602,107.8262954226056,74.0,1997-02-26
12571,1997-03-05,78.5611440719424,46.53540715881171,109.21964541944286,74.6,1997-02-26
12572,1997-03-06,78.10295499615948,46.23205115351707,108.29485178182381,75.4,1997-03-05
12573,1997-03-07,77.7387727111218,47.117890697342666,108.4509031810783,74.1,1997-03-05
12574,1997-03-08,77.27076726013426,47.969552366338284,106.79456542628309,74.7,1997-03-05
12575,1997-03-09,76.67812129506771,47.40627012566615,108.63212507395673,75.1,1997-03-05
12576,1997-03-10,75.99059429497086,44.30853925111135,106.87743248715802,74.7,1997-03-05
12577,1997-03-11,75.32313240592323,43.91950865778402,105.38379409571685,74.3,1997-03-05
12578,1997-03-12,74.82423497468525,44.88670518694554,106.91918725168867,74.3,1997-03-05
12579,1997-03-13,74.47190258208326,44.080721724721705,103.87717835331448,74.1,1997-03-12
12580,1997-03-14,74.46137235828627,42.90995901651761,103.27356776599784,75.5,1997-03-12
12581,1997-03-15,74.58752000013554,42.37843244887333,103.96242804921606,75.8,1997-03-12
12582,1997-03-16,74.75368279582995,42.789780109937254,103.29142025927032,75.7,1997-03-12
12583,1997-03-17,74.90189830773768,44.154383619782706,105.47221587596006,75.1,1997-03-12
12584,1997-03-18,75.00838678380144,44.609540672578014,107.35747756333909,74.3,1997-03-12
12585,1997-03-19,75.0764599313236,44.892441708229924,107.13361606274641,73.7,1997-03-12
12586,1997-03-20,75.49238822147663,45.24183161019637,108.34929493586849,71.5,1997-03-19
12587,1997-03-21,75.66825570460617,46.93607614934121,106.73294541748211,70.5,1997-03-19
12588,1997-03-22,76.0336625478167,43.25280844160302,105.94705061976401,70.6,1997-03-19
12589,1997-03-23,76.59965717040293,45.002782798490706,107.54525299256979,70.7,1997-03-19
12590,1997-03-24,77.257784693624,46.772888806797674,107.89594152838028,71.0,1997-03-19
12591,1997-03-25,77.84053067157167,47.997613828988655,108.93972501869735,70.6,1997-03-19
12592,1997-03-26,78.23960245471443,47.80801288846481,109.89538680652959,69.8,1997-03-19
12593,1997-03-27,77.41028545860834,44.67867196195699,107.04580998242453,72.2,1997-03-26
